date,product_id,warehouse_id,units_sold,stock_level,price,promotion,temperature,event
2022-01-27,SKU-0005,WH-01,94,2197,72.02,False,29.2,
2022-01-27,SKU-0005,WH-02,90,2045,41.86,False,29.2,
2022-01-27,SKU-0005,WH-03,110,1365,65.25,False,29.2,
2022-01-28,SKU-0001,WH-01,60,1183,48.2,False,28.2,
2022-01-28,SKU-0001,WH-02,50,843,14.16,False,28.2,
2022-01-28,SKU-0001,WH-03,73,1358,71.94,False,28.2,
2022-01-28,SKU-0002,WH-01,54,1022,38.26,False,28.2,
2022-01-28,SKU-0002,WH-02,71,1537,68.73,False,28.2,
2022-01-28,SKU-0002,WH-03,88,1539,70.71,False,28.2,
2022-01-28,SKU-0003,WH-01,28,294,44.05,False,28.2,
2022-01-28,SKU-0003,WH-02,30,546,63.54,False,28.2,
2022-01-28,SKU-0003,WH-03,47,675,59.39,False,28.2,
2022-01-28,SKU-0004,WH-01,85,1676,46.74,False,28.2,
2022-01-28,SKU-0004,WH-02,125,1347,54.92,True,28.2,
2022-01-28,SKU-0004,WH-03,172,2715,43.76,True,28.2,
2022-01-28,SKU-0005,WH-01,87,2416,20.26,False,28.2,
2022-01-28,SKU-0005,WH-02,98,1736,83.5,False,28.2,
2022-01-28,SKU-0005,WH-03,85,1771,59.8,False,28.2,
2022-01-29,SKU-0001,WH-01,50,1466,37.43,False,26.7,
2022-01-29,SKU-0001,WH-02,73,1378,37.69,False,26.7,
2022-01-29,SKU-0001,WH-03,92,1968,55.29,False,26.7,
2022-01-29,SKU-0002,WH-01,74,1444,30.65,False,26.7,
2022-01-29,SKU-0002,WH-02,96,2630,30.17,False,26.7,
2022-01-29,SKU-0002,WH-03,97,1505,95.5,False,26.7,
2022-01-29,SKU-0003,WH-01,36,1066,91.7,False,26.7,
2022-01-29,SKU-0003,WH-02,32,503,77.43,False,26.7,
2022-01-29,SKU-0003,WH-03,39,774,88.48,False,26.7,
2022-01-29,SKU-0004,WH-01,125,3319,66.63,False,26.7,
2022-01-29,SKU-0004,WH-02,114,3176,63.38,False,26.7,
2022-01-29,SKU-0004,WH-03,130,2929,87.68,False,26.7,
2022-01-29,SKU-0005,WH-01,169,4133,8.27,False,26.7,
2022-01-29,SKU-0005,WH-02,103,2687,21.57,False,26.7,
2022-01-29,SKU-0005,WH-03,137,1409,24.97,False,26.7,
2022-01-30,SKU-0001,WH-01,63,1599,79.87,False,29.1,
2022-01-30,SKU-0001,WH-02,88,1036,81.73,False,29.1,
2022-01-30,SKU-0001,WH-03,83,940,14.2,False,29.1,
2022-01-30,SKU-0002,WH-01,98,1131,16.2,False,29.1,
2022-01-30,SKU-0002,WH-02,95,1089,80.05,False,29.1,
2022-01-30,SKU-0002,WH-03,96,2503,33.76,False,29.1,
2022-01-30,SKU-0003,WH-01,40,781,45.17,False,29.1,
2022-01-30,SKU-0003,WH-02,40,686,68.05,False,29.1,
2022-01-30,SKU-0003,WH-03,51,968,21.08,False,29.1,
2022-01-30,SKU-0004,WH-01,84,1246,67.62,False,29.1,
2022-01-30,SKU-0004,WH-02,118,2408,86.02,False,29.1,
2022-01-30,SKU-0004,WH-03,86,1349,79.58,False,29.1,
2022-01-30,SKU-0005,WH-01,114,1770,62.49,False,29.1,
2022-01-30,SKU-0005,WH-02,98,1600,16.93,False,29.1,
2022-01-30,SKU-0005,WH-03,121,1968,45.51,False,29.1,
2022-01-31,SKU-0001,WH-01,49,870,48.11,False,27.3,
2022-01-31,SKU-0001,WH-02,53,1554,87.88,False,27.3,
2022-01-31,SKU-0001,WH-03,50,605,107.38,False,27.3,
2022-01-31,SKU-0002,WH-01,60,1748,75.17,False,27.3,
2022-01-31,SKU-0002,WH-02,58,1008,46.74,False,27.3,
2022-01-31,SKU-0002,WH-03,78,2063,14.4,False,27.3,
2022-01-31,SKU-0003,WH-01,22,607,33.3,False,27.3,
2022-01-31,SKU-0003,WH-02,18,229,85.94,False,27.3,
2022-01-31,SKU-0003,WH-03,36,644,82.73,False,27.3,
2022-01-31,SKU-0004,WH-01,82,1423,24.11,False,27.3,
2022-01-31,SKU-0004,WH-02,53,1416,21.24,False,27.3,
2022-01-31,SKU-0004,WH-03,128,2542,44.64,True,27.3,
2022-01-31,SKU-0005,WH-01,89,1716,52.04,False,27.3,
2022-01-31,SKU-0005,WH-02,76,1936,56.8,False,27.3,
2022-01-31,SKU-0005,WH-03,94,1439,63.26,False,27.3,
2022-02-01,SKU-0001,WH-01,224,3905,62.38,False,28.2,SpecialEvent
2022-02-01,SKU-0001,WH-02,275,7409,37.59,True,28.2,SpecialEvent
2022-02-01,SKU-0001,WH-03,324,6208,96.96,True,28.2,SpecialEvent
2022-02-01,SKU-0002,WH-01,150,3742,36.88,False,28.2,SpecialEvent
2022-02-01,SKU-0002,WH-02,209,2406,16.02,False,28.2,SpecialEvent
2022-02-01,SKU-0002,WH-03,242,5432,29.15,False,28.2,SpecialEvent
2022-02-01,SKU-0003,WH-01,75,1704,64.07,False,28.2,SpecialEvent
2022-02-01,SKU-0003,WH-02,80,2268,64.94,False,28.2,SpecialEvent
2022-02-01,SKU-0003,WH-03,109,1226,54.03,False,28.2,SpecialEvent
2022-02-01,SKU-0004,WH-01,319,4047,9.81,False,28.2,SpecialEvent
2022-02-01,SKU-0004,WH-02,178,4199,57.69,False,28.2,SpecialEvent
2022-02-01,SKU-0004,WH-03,336,7033,34.1,False,28.2,SpecialEvent
2022-02-01,SKU-0005,WH-01,211,2993,13.67,False,28.2,SpecialEvent
2022-02-01,SKU-0005,WH-02,467,13642,82.24,True,28.2,SpecialEvent
2022-02-01,SKU-0005,WH-03,335,5089,96.09,False,28.2,SpecialEvent
2022-02-02,SKU-0001,WH-01,61,1718,99.85,False,26.6,
2022-02-02,SKU-0001,WH-02,71,1785,90.81,False,26.6,
2022-02-02,SKU-0001,WH-03,61,1392,53.02,False,26.6,
2022-02-02,SKU-0002,WH-01,77,1538,26.69,False,26.6,
2022-02-02,SKU-0002,WH-02,115,1676,11.2,True,26.6,
2022-02-02,SKU-0002,WH-03,95,2335,29.36,False,26.6,
2022-02-02,SKU-0003,WH-01,29,674,46.39,False,26.6,
2022-02-02,SKU-0003,WH-02,36,1075,34.25,False,26.6,
2022-02-02,SKU-0003,WH-03,43,1079,77.07,True,26.6,
2022-02-02,SKU-0004,WH-01,64,1648,80.26,False,26.6,
2022-02-02,SKU-0004,WH-02,81,1199,66.89,False,26.6,
2022-02-02,SKU-0004,WH-03,108,1557,81.11,False,26.6,
2022-02-02,SKU-0005,WH-01,141,2207,11.98,True,26.6,
2022-02-02,SKU-0005,WH-02,122,2481,61.17,False,26.6,
2022-02-02,SKU-0005,WH-03,132,3819,29.88,False,26.6,
2022-02-03,SKU-0001,WH-01,29,409,77.34,False,27.7,
2022-02-03,SKU-0001,WH-02,53,750,29.12,False,27.7,
2022-02-03,SKU-0001,WH-03,80,1455,16.23,False,27.7,
2022-02-03,SKU-0002,WH-01,51,1297,95.76,False,27.7,
2022-02-03,SKU-0002,WH-02,83,1299,23.9,False,27.7,
2022-02-03,SKU-0002,WH-03,75,750,13.85,False,27.7,
2022-02-03,SKU-0003,WH-01,26,418,52.85,False,27.7,
2022-02-03,SKU-0003,WH-02,23,571,10.82,False,27.7,
2022-02-03,SKU-0003,WH-03,32,776,42.93,False,27.7,
2022-02-03,SKU-0004,WH-01,62,1620,28.41,False,27.7,
2022-02-03,SKU-0004,WH-02,46,1068,89.25,False,27.7,
2022-02-03,SKU-0004,WH-03,110,2817,54.1,False,27.7,
2022-02-03,SKU-0005,WH-01,107,2599,80.5,False,27.7,
2022-02-03,SKU-0005,WH-02,119,2069,23.06,False,27.7,
2022-02-03,SKU-0005,WH-03,115,2212,93.62,False,27.7,
2022-02-04,SKU-0001,WH-01,47,795,37.87,False,30.7,
2022-02-04,SKU-0001,WH-02,63,1546,103.36,False,30.7,
2022-02-04,SKU-0001,WH-03,42,557,102.66,False,30.7,
2022-02-04,SKU-0002,WH-01,64,1714,75.53,False,30.7,
2022-02-04,SKU-0002,WH-02,109,1602,72.81,True,30.7,
2022-02-04,SKU-0002,WH-03,87,960,87.34,False,30.7,
2022-02-04,SKU-0003,WH-01,27,702,75.03,False,30.7,
2022-02-04,SKU-0003,WH-02,28,442,46.92,False,30.7,
2022-02-04,SKU-0003,WH-03,35,787,64.46,False,30.7,
2022-02-04,SKU-0004,WH-01,61,1280,91.51,False,30.7,
2022-02-04,SKU-0004,WH-02,92,1535,38.15,False,30.7,
2022-02-04,SKU-0004,WH-03,103,2442,39.38,False,30.7,
2022-02-04,SKU-0005,WH-01,104,2375,12.52,False,30.7,
2022-02-04,SKU-0005,WH-02,90,2252,65.88,False,30.7,
2022-02-04,SKU-0005,WH-03,109,3227,30.36,False,30.7,
2022-02-05,SKU-0001,WH-01,56,1349,30.1,False,25.4,
2022-02-05,SKU-0001,WH-02,89,1255,35.02,False,25.4,
2022-02-05,SKU-0001,WH-03,68,1997,37.41,False,25.4,
2022-02-05,SKU-0002,WH-01,87,1912,16.0,False,25.4,
2022-02-05,SKU-0002,WH-02,101,2242,76.5,False,25.4,
2022-02-05,SKU-0002,WH-03,106,3067,37.9,False,25.4,
2022-02-05,SKU-0003,WH-01,39,848,23.42,False,25.4,
2022-02-05,SKU-0003,WH-02,41,888,69.58,False,25.4,
2022-02-05,SKU-0003,WH-03,50,1340,49.97,False,25.4,
2022-02-05,SKU-0004,WH-01,93,1102,70.36,False,25.4,
2022-02-05,SKU-0004,WH-02,120,2243,77.49,False,25.4,
2022-02-05,SKU-0004,WH-03,107,2435,12.71,False,25.4,
2022-02-05,SKU-0005,WH-01,119,1223,76.93,False,25.4,
2022-02-05,SKU-0005,WH-02,114,1283,26.61,False,25.4,
2022-02-05,SKU-0005,WH-03,144,1674,88.21,False,25.4,
2022-02-06,SKU-0001,WH-01,57,1273,98.2,False,29.7,
2022-02-06,SKU-0001,WH-02,72,1254,77.99,False,29.7,
2022-02-06,SKU-0001,WH-03,71,1233,62.84,False,29.7,
2022-02-06,SKU-0002,WH-01,83,1876,71.98,False,29.7,
2022-02-06,SKU-0002,WH-02,65,1494,84.17,False,29.7,
2022-02-06,SKU-0002,WH-03,114,2152,12.55,False,29.7,
2022-02-06,SKU-0003,WH-01,45,892,40.28,True,29.7,
2022-02-06,SKU-0003,WH-02,38,878,19.49,False,29.7,
2022-02-06,SKU-0003,WH-03,42,1161,27.87,False,29.7,
2022-02-06,SKU-0004,WH-01,105,1701,64.22,False,29.7,
2022-02-06,SKU-0004,WH-02,77,1315,52.9,False,29.7,
2022-02-06,SKU-0004,WH-03,119,3458,85.35,False,29.7,
2022-02-06,SKU-0005,WH-01,127,3496,40.83,False,29.7,
2022-02-06,SKU-0005,WH-02,127,1762,45.39,False,29.7,
2022-02-06,SKU-0005,WH-03,116,2896,92.1,False,29.7,
2022-02-07,SKU-0001,WH-01,72,1719,22.02,False,29.5,
2022-02-07,SKU-0001,WH-02,65,1319,22.59,False,29.5,
2022-02-07,SKU-0001,WH-03,82,1401,17.03,False,29.5,
2022-02-07,SKU-0002,WH-01,61,909,37.3,False,29.5,
2022-02-07,SKU-0002,WH-02,69,2015,41.86,False,29.5,
2022-02-07,SKU-0002,WH-03,67,1395,50.58,False,29.5,
2022-02-07,SKU-0003,WH-01,23,420,73.2,False,29.5,
2022-02-07,SKU-0003,WH-02,35,774,60.05,False,29.5,
2022-02-07,SKU-0003,WH-03,30,424,42.1,False,29.5,
2022-02-07,SKU-0004,WH-01,57,1048,90.96,False,29.5,
2022-02-07,SKU-0004,WH-02,107,2270,80.98,True,29.5,
2022-02-07,SKU-0004,WH-03,112,2993,74.0,False,29.5,
2022-02-07,SKU-0005,WH-01,97,2506,67.98,False,29.5,
2022-02-07,SKU-0005,WH-02,100,1776,24.39,False,29.5,
2022-02-07,SKU-0005,WH-03,127,2646,88.65,False,29.5,
2022-02-08,SKU-0001,WH-01,61,1827,41.34,False,29.7,
2022-02-08,SKU-0001,WH-02,49,855,44.14,False,29.7,
2022-02-08,SKU-0001,WH-03,109,2522,38.11,False,29.7,
2022-02-08,SKU-0002,WH-01,76,1496,10.45,False,29.7,
2022-02-08,SKU-0002,WH-02,124,1405,73.03,True,29.7,
2022-02-08,SKU-0002,WH-03,85,2215,72.0,False,29.7,
2022-02-08,SKU-0003,WH-01,31,770,24.41,False,29.7,
2022-02-08,SKU-0003,WH-02,28,789,31.75,False,29.7,
2022-02-08,SKU-0003,WH-03,39,841,66.7,False,29.7,
2022-02-08,SKU-0004,WH-01,90,1388,24.83,False,29.7,
2022-02-08,SKU-0004,WH-02,74,1369,37.41,False,29.7,
2022-02-08,SKU-0004,WH-03,88,2326,51.81,False,29.7,
2022-02-08,SKU-0005,WH-01,90,1375,94.07,False,29.7,
2022-02-08,SKU-0005,WH-02,85,1175,59.88,False,29.7,
2022-02-08,SKU-0005,WH-03,90,2092,27.03,False,29.7,
2022-02-09,SKU-0001,WH-01,82,1529,71.03,False,30.8,
2022-02-09,SKU-0001,WH-02,72,776,34.53,True,30.8,
2022-02-09,SKU-0001,WH-03,66,1975,41.69,False,30.8,
2022-02-09,SKU-0002,WH-01,51,579,90.08,False,30.8,
2022-02-09,SKU-0002,WH-02,60,1568,111.5,False,30.8,
2022-02-09,SKU-0002,WH-03,88,919,89.64,False,30.8,
2022-02-09,SKU-0003,WH-01,38,877,65.94,False,30.8,
2022-02-09,SKU-0003,WH-02,36,909,12.0,False,30.8,
2022-02-09,SKU-0003,WH-03,63,1417,94.48,True,30.8,
2022-02-09,SKU-0004,WH-01,73,1835,63.73,False,30.8,
2022-02-09,SKU-0004,WH-02,89,1952,63.69,False,30.8,
2022-02-09,SKU-0004,WH-03,60,854,97.06,False,30.8,
2022-02-09,SKU-0005,WH-01,88,2139,109.3,False,30.8,
2022-02-09,SKU-0005,WH-02,77,1813,17.69,False,30.8,
2022-02-09,SKU-0005,WH-03,89,2120,94.77,False,30.8,
2022-02-10,SKU-0001,WH-01,44,1061,73.07,False,27.1,
2022-02-10,SKU-0001,WH-02,60,623,72.72,False,27.1,
2022-02-10,SKU-0001,WH-03,82,2137,67.09,False,27.1,
2022-02-10,SKU-0002,WH-01,41,536,61.14,False,27.1,
2022-02-10,SKU-0002,WH-02,78,1705,33.9,False,27.1,
2022-02-10,SKU-0002,WH-03,81,947,15.8,False,27.1,
2022-02-10,SKU-0003,WH-01,32,455,85.25,False,27.1,
2022-02-10,SKU-0003,WH-02,32,503,96.92,False,27.1,
2022-02-10,SKU-0003,WH-03,42,811,91.73,False,27.1,
2022-02-10,SKU-0004,WH-01,68,2006,15.73,False,27.1,
2022-02-10,SKU-0004,WH-02,75,1066,85.03,False,27.1,
2022-02-10,SKU-0004,WH-03,89,1188,51.29,False,27.1,
2022-02-10,SKU-0005,WH-01,67,1740,94.8,False,27.1,
2022-02-10,SKU-0005,WH-02,92,1392,35.23,False,27.1,
2022-02-10,SKU-0005,WH-03,107,1803,68.17,False,27.1,
2022-02-11,SKU-0001,WH-01,74,1574,14.1,False,30.6,
2022-02-11,SKU-0001,WH-02,92,1185,22.75,False,30.6,
2022-02-11,SKU-0001,WH-03,84,1612,31.7,False,30.6,
2022-02-11,SKU-0002,WH-01,63,1208,83.03,False,30.6,
2022-02-11,SKU-0002,WH-02,76,2071,68.65,False,30.6,
2022-02-11,SKU-0002,WH-03,99,1376,56.79,False,30.6,
2022-02-11,SKU-0003,WH-01,32,856,51.23,False,30.6,
2022-02-11,SKU-0003,WH-02,33,630,72.49,False,30.6,
2022-02-11,SKU-0003,WH-03,29,626,21.9,False,30.6,
2022-02-11,SKU-0004,WH-01,55,959,70.04,False,30.6,
2022-02-11,SKU-0004,WH-02,101,1573,19.78,False,30.6,
2022-02-11,SKU-0004,WH-03,114,3254,25.0,False,30.6,
2022-02-11,SKU-0005,WH-01,78,2024,59.26,False,30.6,
2022-02-11,SKU-0005,WH-02,92,2385,19.94,False,30.6,
2022-02-11,SKU-0005,WH-03,105,2886,65.73,False,30.6,
2022-02-12,SKU-0001,WH-01,75,1277,80.43,False,30.7,
2022-02-12,SKU-0001,WH-02,86,1270,47.39,False,30.7,
2022-02-12,SKU-0001,WH-03,135,1767,48.65,False,30.7,
2022-02-12,SKU-0002,WH-01,84,2230,47.7,False,30.7,
2022-02-12,SKU-0002,WH-02,81,1637,14.51,False,30.7,
2022-02-12,SKU-0002,WH-03,130,1431,81.75,False,30.7,
2022-02-12,SKU-0003,WH-01,39,515,83.01,True,30.7,
2022-02-12,SKU-0003,WH-02,59,1308,49.31,True,30.7,
2022-02-12,SKU-0003,WH-03,55,981,26.46,False,30.7,
2022-02-12,SKU-0004,WH-01,93,2190,20.26,False,30.7,
2022-02-12,SKU-0004,WH-02,85,883,100.72,False,30.7,
2022-02-12,SKU-0004,WH-03,112,1893,56.27,False,30.7,
2022-02-12,SKU-0005,WH-01,178,2725,103.73,True,30.7,
2022-02-12,SKU-0005,WH-02,141,4081,72.46,False,30.7,
2022-02-12,SKU-0005,WH-03,128,3746,73.03,False,30.7,
2022-02-13,SKU-0001,WH-01,222,2570,65.56,False,28.3,SpecialEvent
2022-02-13,SKU-0001,WH-02,215,6173,36.83,False,28.3,SpecialEvent
2022-02-13,SKU-0001,WH-03,359,10541,38.76,False,28.3,SpecialEvent
2022-02-13,SKU-0002,WH-01,207,4810,54.11,False,28.3,SpecialEvent
2022-02-13,SKU-0002,WH-02,285,7509,84.58,False,28.3,SpecialEvent
2022-02-13,SKU-0002,WH-03,454,8194,13.58,False,28.3,SpecialEvent
2022-02-13,SKU-0003,WH-01,131,3121,88.15,False,28.3,SpecialEvent
2022-02-13,SKU-0003,WH-02,114,2120,25.72,False,28.3,SpecialEvent
2022-02-13,SKU-0003,WH-03,180,2837,21.27,False,28.3,SpecialEvent
2022-02-13,SKU-0004,WH-01,458,6086,31.93,False,28.3,SpecialEvent
2022-02-13,SKU-0004,WH-02,369,9100,57.56,False,28.3,SpecialEvent
2022-02-13,SKU-0004,WH-03,421,9742,96.32,False,28.3,SpecialEvent
2022-02-13,SKU-0005,WH-01,365,4413,48.1,False,28.3,SpecialEvent
2022-02-13,SKU-0005,WH-02,373,3972,59.61,False,28.3,SpecialEvent
2022-02-13,SKU-0005,WH-03,533,15332,47.81,False,28.3,SpecialEvent
2022-02-14,SKU-0001,WH-01,60,1150,15.19,False,30.4,
2022-02-14,SKU-0001,WH-02,76,1306,63.29,False,30.4,
2022-02-14,SKU-0001,WH-03,63,1087,70.89,False,30.4,
2022-02-14,SKU-0002,WH-01,55,1475,38.24,False,30.4,
2022-02-14,SKU-0002,WH-02,96,1698,31.75,False,30.4,
2022-02-14,SKU-0002,WH-03,87,1795,39.02,False,30.4,
2022-02-14,SKU-0003,WH-01,36,833,55.18,True,30.4,
2022-02-14,SKU-0003,WH-02,32,587,58.7,False,30.4,
2022-02-14,SKU-0003,WH-03,38,438,66.26,False,30.4,
2022-02-14,SKU-0004,WH-01,82,2156,62.46,False,30.4,
2022-02-14,SKU-0004,WH-02,80,1368,42.14,False,30.4,
2022-02-14,SKU-0004,WH-03,90,1611,68.78,False,30.4,
2022-02-14,SKU-0005,WH-01,73,2014,24.61,False,30.4,
2022-02-14,SKU-0005,WH-02,126,3674,29.92,False,30.4,
2022-02-14,SKU-0005,WH-03,136,2457,89.92,False,30.4,
2022-02-15,SKU-0001,WH-01,46,1219,82.51,False,33.5,
2022-02-15,SKU-0001,WH-02,60,1118,95.16,False,33.5,
2022-02-15,SKU-0001,WH-03,67,1319,98.4,False,33.5,
2022-02-15,SKU-0002,WH-01,87,938,30.9,False,33.5,
2022-02-15,SKU-0002,WH-02,61,1032,12.17,False,33.5,
2022-02-15,SKU-0002,WH-03,96,2464,81.42,False,33.5,
2022-02-15,SKU-0003,WH-01,29,673,99.86,False,33.5,
2022-02-15,SKU-0003,WH-02,41,662,18.14,False,33.5,
2022-02-15,SKU-0003,WH-03,37,679,45.99,False,33.5,
2022-02-15,SKU-0004,WH-01,69,828,89.05,False,33.5,
2022-02-15,SKU-0004,WH-02,152,2231,61.68,True,33.5,
2022-02-15,SKU-0004,WH-03,125,3566,89.33,True,33.5,
2022-02-15,SKU-0005,WH-01,83,1482,14.68,False,33.5,
2022-02-15,SKU-0005,WH-02,148,3222,61.94,True,33.5,
2022-02-15,SKU-0005,WH-03,133,3217,80.71,False,33.5,
2022-02-16,SKU-0001,WH-01,67,1750,15.69,False,30.4,
2022-02-16,SKU-0001,WH-02,70,1172,29.53,False,30.4,
2022-02-16,SKU-0001,WH-03,97,1070,15.95,False,30.4,
2022-02-16,SKU-0002,WH-01,62,1277,45.93,False,30.4,
2022-02-16,SKU-0002,WH-02,92,1203,51.45,False,30.4,
2022-02-16,SKU-0002,WH-03,69,1628,36.57,False,30.4,
2022-02-16,SKU-0003,WH-01,45,624,10.82,False,30.4,
2022-02-16,SKU-0003,WH-02,31,565,30.52,False,30.4,
2022-02-16,SKU-0003,WH-03,45,1192,65.21,False,30.4,
2022-02-16,SKU-0004,WH-01,58,1359,26.41,False,30.4,
2022-02-16,SKU-0004,WH-02,73,1574,19.61,False,30.4,
2022-02-16,SKU-0004,WH-03,107,1950,40.07,False,30.4,
2022-02-16,SKU-0005,WH-01,111,1557,37.27,False,30.4,
2022-02-16,SKU-0005,WH-02,101,2585,73.53,False,30.4,
2022-02-16,SKU-0005,WH-03,171,2575,94.35,True,30.4,
2022-02-17,SKU-0001,WH-01,76,1788,20.37,False,29.6,
2022-02-17,SKU-0001,WH-02,80,1486,69.01,False,29.6,
2022-02-17,SKU-0001,WH-03,61,895,84.94,False,29.6,
2022-02-17,SKU-0002,WH-01,59,1592,79.43,False,29.6,
2022-02-17,SKU-0002,WH-02,80,2286,73.9,True,29.6,
2022-02-17,SKU-0002,WH-03,121,2537,46.32,False,29.6,
2022-02-17,SKU-0003,WH-01,30,330,37.44,False,29.6,
2022-02-17,SKU-0003,WH-02,48,547,62.0,False,29.6,
2022-02-17,SKU-0003,WH-03,35,635,68.11,False,29.6,
2022-02-17,SKU-0004,WH-01,53,1270,76.03,False,29.6,
2022-02-17,SKU-0004,WH-02,81,2342,90.91,False,29.6,
2022-02-17,SKU-0004,WH-03,96,2231,9.21,False,29.6,
2022-02-17,SKU-0005,WH-01,68,1437,70.8,False,29.6,
2022-02-17,SKU-0005,WH-02,107,1291,22.62,False,29.6,
2022-02-17,SKU-0005,WH-03,122,1220,72.75,False,29.6,
2022-02-18,SKU-0001,WH-01,114,1334,54.18,True,28.6,
2022-02-18,SKU-0001,WH-02,35,518,56.42,False,28.6,
2022-02-18,SKU-0001,WH-03,65,1341,44.11,False,28.6,
2022-02-18,SKU-0002,WH-01,83,1373,102.34,False,28.6,
2022-02-18,SKU-0002,WH-02,89,1451,47.81,False,28.6,
2022-02-18,SKU-0002,WH-03,84,2005,74.56,False,28.6,
2022-02-18,SKU-0003,WH-01,34,837,69.83,False,28.6,
2022-02-18,SKU-0003,WH-02,39,1053,29.7,False,28.6,
2022-02-18,SKU-0003,WH-03,60,1250,19.14,False,28.6,
2022-02-18,SKU-0004,WH-01,86,1796,14.16,False,28.6,
2022-02-18,SKU-0004,WH-02,122,1836,61.31,False,28.6,
2022-02-18,SKU-0004,WH-03,119,2058,65.1,False,28.6,
2022-02-18,SKU-0005,WH-01,96,2028,54.94,False,28.6,
2022-02-18,SKU-0005,WH-02,90,2116,83.55,False,28.6,
2022-02-18,SKU-0005,WH-03,69,1980,87.66,False,28.6,
2022-02-19,SKU-0001,WH-01,89,1000,62.06,False,29.0,
2022-02-19,SKU-0001,WH-02,73,2187,58.08,False,29.0,
2022-02-19,SKU-0001,WH-03,112,3099,38.04,False,29.0,
2022-02-19,SKU-0002,WH-01,124,2848,41.67,False,29.0,
2022-02-19,SKU-0002,WH-02,107,3113,84.67,False,29.0,
2022-02-19,SKU-0002,WH-03,133,2398,60.65,False,29.0,
2022-02-19,SKU-0003,WH-01,43,1062,19.02,False,29.0,
2022-02-19,SKU-0003,WH-02,39,1070,18.58,False,29.0,
2022-02-19,SKU-0003,WH-03,60,695,41.85,False,29.0,
2022-02-19,SKU-0004,WH-01,108,1390,77.26,False,29.0,
2022-02-19,SKU-0004,WH-02,124,3570,45.25,False,29.0,
2022-02-19,SKU-0004,WH-03,78,2073,77.06,False,29.0,
2022-02-19,SKU-0005,WH-01,101,1091,36.89,False,29.0,
2022-02-19,SKU-0005,WH-02,126,2954,60.32,False,29.0,
2022-02-19,SKU-0005,WH-03,175,2213,77.98,False,29.0,
2022-02-20,SKU-0001,WH-01,66,946,73.73,False,29.0,
2022-02-20,SKU-0001,WH-02,88,1915,15.51,False,29.0,
2022-02-20,SKU-0001,WH-03,119,2693,85.41,False,29.0,
2022-02-20,SKU-0002,WH-01,98,2041,65.23,False,29.0,
2022-02-20,SKU-0002,WH-02,118,1616,29.55,False,29.0,
2022-02-20,SKU-0002,WH-03,103,1497,76.85,False,29.0,
2022-02-20,SKU-0003,WH-01,27,370,19.94,False,29.0,
2022-02-20,SKU-0003,WH-02,44,890,43.86,False,29.0,
2022-02-20,SKU-0003,WH-03,52,1046,41.96,False,29.0,
2022-02-20,SKU-0004,WH-01,122,3362,16.71,False,29.0,
2022-02-20,SKU-0004,WH-02,103,1124,114.67,False,29.0,
2022-02-20,SKU-0004,WH-03,106,1420,90.91,False,29.0,
2022-02-20,SKU-0005,WH-01,92,1579,20.63,False,29.0,
2022-02-20,SKU-0005,WH-02,148,1707,72.44,False,29.0,
2022-02-20,SKU-0005,WH-03,214,4236,55.53,True,29.0,
2022-02-21,SKU-0001,WH-01,103,2531,40.63,True,35.2,
2022-02-21,SKU-0001,WH-02,71,964,43.9,False,35.2,
2022-02-21,SKU-0001,WH-03,133,3784,61.01,False,35.2,
2022-02-21,SKU-0002,WH-01,60,1791,39.42,False,35.2,
2022-02-21,SKU-0002,WH-02,87,1565,84.29,False,35.2,
2022-02-21,SKU-0002,WH-03,79,1318,102.94,False,35.2,
2022-02-21,SKU-0003,WH-01,28,730,53.54,False,35.2,
2022-02-21,SKU-0003,WH-02,40,733,14.14,False,35.2,
2022-02-21,SKU-0003,WH-03,39,495,46.97,False,35.2,
2022-02-21,SKU-0004,WH-01,69,1614,42.98,False,35.2,
2022-02-21,SKU-0004,WH-02,52,1119,53.1,False,35.2,
2022-02-21,SKU-0004,WH-03,83,1179,63.45,False,35.2,
2022-02-21,SKU-0005,WH-01,77,1638,13.75,False,35.2,
2022-02-21,SKU-0005,WH-02,95,2347,82.53,False,35.2,
2022-02-21,SKU-0005,WH-03,108,1985,51.79,False,35.2,
2022-02-22,SKU-0001,WH-01,111,1163,55.32,True,28.2,
2022-02-22,SKU-0001,WH-02,78,923,86.13,False,28.2,
2022-02-22,SKU-0001,WH-03,103,2877,51.81,False,28.2,
2022-02-22,SKU-0002,WH-01,86,2392,9.01,False,28.2,
2022-02-22,SKU-0002,WH-02,89,2515,91.82,False,28.2,
2022-02-22,SKU-0002,WH-03,81,1210,25.12,False,28.2,
2022-02-22,SKU-0003,WH-01,26,580,56.13,False,28.2,
2022-02-22,SKU-0003,WH-02,28,400,21.24,False,28.2,
2022-02-22,SKU-0003,WH-03,54,1403,40.07,False,28.2,
2022-02-22,SKU-0004,WH-01,86,2000,13.21,False,28.2,
2022-02-22,SKU-0004,WH-02,113,1241,79.97,False,28.2,
2022-02-22,SKU-0004,WH-03,89,1136,87.46,False,28.2,
2022-02-22,SKU-0005,WH-01,81,2038,51.05,False,28.2,
2022-02-22,SKU-0005,WH-02,76,2244,41.03,False,28.2,
2022-02-22,SKU-0005,WH-03,137,3468,90.2,False,28.2,
2022-02-23,SKU-0001,WH-01,55,1352,47.15,False,30.6,
2022-02-23,SKU-0001,WH-02,90,1669,22.95,False,30.6,
